time,alt_z,roll,pitch,m_hat,n0_x,n0_y,n0_z
19.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
20.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
21.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
22.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
23.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
24.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
25.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
26.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
27.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
28.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.154,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.204,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.254,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.304,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.354,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.404,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.454,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.504,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.554,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.604,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.654,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.704,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.754,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.804,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.854,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.904,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
29.954,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
30.004,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
30.054,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
30.104,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
30.154,-0.003,-0.048,-0.076,0.000,0.0000,0.0000,0.0000
30.204,-0.003,-0.048,-0.078,0.000,0.0000,0.0000,0.0000
30.254,-0.003,-0.049,-0.080,0.000,0.0000,0.0000,0.0000
30.304,-0.003,-0.049,-0.083,0.000,0.0000,0.0000,0.0000
30.354,-0.004,-0.050,-0.087,0.000,0.0000,0.0000,0.0000
30.404,-0.004,-0.051,-0.091,0.000,0.0000,0.0000,0.0000
30.454,-0.004,-0.051,-0.093,0.000,0.0000,0.0000,0.0000
30.504,-0.004,-0.052,-0.097,0.000,0.0000,0.0000,0.0000
30.554,-0.004,-0.052,-0.099,0.000,0.0000,0.0000,0.0000
30.604,-0.004,-0.052,-0.101,0.000,0.0000,0.0000,0.0000
30.654,-0.004,-0.053,-0.103,0.000,0.0000,0.0000,0.0000
30.704,-0.005,-0.053,-0.107,0.000,0.0000,0.0000,0.0000
30.754,-0.005,-0.054,-0.108,0.000,0.0000,0.0000,0.0000
30.804,-0.005,-0.054,-0.110,0.000,0.0000,0.0000,0.0000
30.854,-0.005,-0.055,-0.111,0.000,0.0000,0.0000,0.0000
30.904,-0.005,-0.056,-0.113,0.000,0.0000,0.0000,0.0000
30.954,-0.005,-0.056,-0.113,0.000,0.0000,0.0000,0.0000
31.004,-0.005,-0.057,-0.114,0.000,0.0000,0.0000,0.0000
31.054,-0.005,-0.057,-0.115,0.000,0.0000,0.0000,0.0000
31.104,-0.005,-0.057,-0.115,0.000,0.0000,0.0000,0.0000
31.154,-0.005,-0.058,-0.116,0.000,0.0000,0.0000,0.0000
31.204,-0.005,-0.058,-0.117,0.000,0.0000,0.0000,0.0000
31.254,-0.005,-0.057,-0.118,0.000,0.0000,0.0000,0.0000
31.304,-0.005,-0.057,-0.118,0.000,0.0000,0.0000,0.0000
31.354,-0.005,-0.058,-0.118,0.000,0.0000,0.0000,0.0000
31.404,-0.005,-0.057,-0.118,0.000,0.0000,0.0000,0.0000
31.454,-0.005,-0.057,-0.119,0.000,0.0000,0.0000,0.0000
31.504,-0.005,-0.057,-0.119,0.000,0.0000,0.0000,0.0000
31.554,-0.005,-0.057,-0.118,0.000,0.0000,0.0000,0.0000
31.604,-0.005,-0.058,-0.119,0.000,0.0000,0.0000,0.0000
31.654,-0.005,-0.058,-0.118,0.000,0.0000,0.0000,0.0000
31.704,-0.005,-0.058,-0.119,0.000,0.0000,0.0000,0.0000
31.754,-0.005,-0.058,-0.118,0.000,0.0000,0.0000,0.0000
31.804,-0.005,-0.059,-0.118,0.000,0.0000,0.0000,0.0000
31.854,-0.005,-0.059,-0.118,0.000,0.0000,0.0000,0.0000
31.904,-0.005,-0.058,-0.117,0.000,0.0000,0.0000,0.0000
31.954,-0.005,-0.058,-0.117,0.000,0.0000,0.0000,0.0000
32.004,-0.005,-0.058,-0.117,0.000,0.0000,0.0000,0.0000
32.054,-0.005,-0.058,-0.116,0.000,0.0000,0.0000,0.0000
32.104,-0.005,-0.057,-0.115,0.000,0.0000,0.0000,0.0000
32.154,-0.005,-0.056,-0.114,0.000,0.0000,0.0000,0.0000
32.204,-0.005,-0.056,-0.114,0.000,0.0000,0.0000,0.0000
32.254,-0.005,-0.056,-0.113,0.000,0.0000,0.0000,0.0000
32.304,-0.005,-0.055,-0.112,0.000,0.0000,0.0000,0.0000
32.354,-0.005,-0.055,-0.111,0.000,0.0000,0.0000,0.0000
32.404,-0.005,-0.055,-0.110,0.000,0.0000,0.0000,0.0000
32.454,-0.004,-0.055,-0.109,0.000,0.0000,0.0000,0.0000
32.504,-0.004,-0.054,-0.108,0.000,0.0000,0.0000,0.0000
32.554,-0.004,-0.054,-0.107,0.000,0.0000,0.0000,0.0000
32.604,-0.004,-0.053,-0.105,0.000,0.0000,0.0000,0.0000
32.654,-0.004,-0.052,-0.102,0.000,0.0000,0.0000,0.0000
32.704,-0.004,-0.052,-0.101,0.000,0.0000,0.0000,0.0000
32.754,-0.003,-0.050,-0.099,0.000,0.0000,0.0000,0.0000
32.804,-0.003,-0.050,-0.098,0.000,0.0000,0.0000,0.0000
32.854,-0.003,-0.049,-0.098,0.000,0.0000,0.0000,0.0000
32.904,-0.003,-0.049,-0.097,0.000,0.0000,0.0000,0.0000
32.954,-0.003,-0.048,-0.095,0.000,0.0000,0.0000,0.0000
33.004,-0.003,-0.048,-0.094,0.000,0.0000,0.0000,0.0000
33.054,-0.003,-0.047,-0.094,0.000,0.0000,0.0000,0.0000
33.104,-0.002,-0.047,-0.093,0.000,0.0000,0.0000,0.0000
33.154,-0.002,-0.046,-0.092,0.000,0.0000,0.0000,0.0000
33.204,-0.002,-0.046,-0.091,0.000,0.0000,0.0000,0.0000
33.254,-0.002,-0.045,-0.091,0.000,0.0000,0.0000,0.0000
33.304,-0.002,-0.044,-0.090,0.000,0.0000,0.0000,0.0000
33.354,-0.002,-0.043,-0.090,0.000,0.0000,0.0000,0.0000
33.404,-0.002,-0.043,-0.089,0.000,0.0000,0.0000,0.0000
33.454,-0.002,-0.042,-0.088,0.000,0.0000,0.0000,0.0000
33.504,-0.002,-0.041,-0.086,0.000,0.0000,0.0000,0.0000
33.554,-0.002,-0.040,-0.085,0.000,0.0000,0.0000,0.0000
33.604,-0.002,-0.040,-0.085,0.000,0.0000,0.0000,0.0000
33.654,-0.002,-0.039,-0.084,0.000,0.0000,0.0000,0.0000
33.704,-0.002,-0.038,-0.082,0.000,0.0000,0.0000,0.0000
33.754,-0.002,-0.037,-0.081,0.000,0.0000,0.0000,0.0000
33.804,-0.002,-0.037,-0.080,0.000,0.0000,0.0000,0.0000
33.854,-0.002,-0.037,-0.080,0.000,0.0000,0.0000,0.0000
33.904,-0.002,-0.035,-0.078,0.000,0.0000,0.0000,0.0000
33.954,-0.002,-0.035,-0.076,0.000,0.0000,0.0000,0.0000
34.004,-0.002,-0.035,-0.076,0.000,0.0000,0.0000,0.0000
34.054,-0.002,-0.034,-0.075,0.000,0.0000,0.0000,0.0000
34.104,-0.002,-0.034,-0.074,0.000,0.0000,0.0000,0.0000
34.154,-0.002,-0.034,-0.073,0.000,0.0000,0.0000,0.0000
34.204,-0.002,-0.034,-0.072,0.000,0.0000,0.0000,0.0000
34.254,-0.002,-0.034,-0.071,0.000,0.0000,0.0000,0.0000
34.304,-0.002,-0.034,-0.069,0.000,0.0000,0.0000,0.0000
34.354,-0.002,-0.033,-0.068,0.000,0.0000,0.0000,0.0000
34.404,-0.002,-0.034,-0.067,0.000,0.0000,0.0000,0.0000
34.454,-0.002,-0.034,-0.066,0.000,0.0000,0.0000,0.0000
34.504,-0.002,-0.034,-0.066,0.000,0.0000,0.0000,0.0000
34.554,-0.003,-0.034,-0.063,0.000,0.0000,0.0000,0.0000
34.604,-0.003,-0.034,-0.063,0.000,0.0000,0.0000,0.0000
34.654,-0.003,-0.034,-0.062,0.000,0.0000,0.0000,0.0000
34.704,-0.003,-0.034,-0.062,0.000,0.0000,0.0000,0.0000
34.754,-0.003,-0.034,-0.059,0.000,0.0000,0.0000,0.0000
34.804,-0.003,-0.033,-0.058,0.000,0.0000,0.0000,0.0000
34.854,-0.003,-0.034,-0.057,0.000,0.0000,0.0000,0.0000
34.904,-0.003,-0.034,-0.056,0.000,0.0000,0.0000,0.0000
34.954,-0.004,-0.034,-0.055,0.000,0.0000,0.0000,0.0000
35.004,-0.004,-0.035,-0.054,0.000,0.0000,0.0000,0.0000
35.054,-0.004,-0.035,-0.053,0.000,0.0000,0.0000,0.0000
35.104,-0.004,-0.035,-0.052,0.000,0.0000,0.0000,0.0000
35.154,-0.004,-0.036,-0.051,0.000,0.0000,0.0000,0.0000
35.204,-0.004,-0.036,-0.050,0.000,0.0000,0.0000,0.0000
35.254,-0.004,-0.036,-0.050,0.000,0.0000,0.0000,0.0000
35.304,-0.004,-0.037,-0.049,0.000,0.0000,0.0000,0.0000
35.354,-0.005,-0.039,-0.047,0.000,0.0000,0.0000,0.0000
35.404,-0.005,-0.039,-0.046,0.000,0.0000,0.0000,0.0000
35.454,-0.005,-0.039,-0.046,0.000,0.0000,0.0000,0.0000
35.504,-0.005,-0.039,-0.046,0.000,0.0000,0.0000,0.0000
35.554,-0.005,-0.040,-0.046,0.000,0.0000,0.0000,0.0000
35.604,-0.006,-0.040,-0.044,0.000,0.0000,0.0000,0.0000
35.654,-0.006,-0.041,-0.043,0.000,0.0000,0.0000,0.0000
35.704,-0.006,-0.041,-0.043,0.000,0.0000,0.0000,0.0000
35.754,-0.007,-0.042,-0.042,0.000,0.0000,0.0000,0.0000
35.804,-0.007,-0.043,-0.042,0.000,0.0000,0.0000,0.0000
35.854,-0.007,-0.043,-0.042,0.000,0.0000,0.0000,0.0000
35.904,-0.007,-0.043,-0.042,0.000,0.0000,0.0000,0.0000
35.954,-0.007,-0.043,-0.043,0.000,0.0000,0.0000,0.0000
36.004,-0.007,-0.043,-0.044,0.000,0.0000,0.0000,0.0000
36.054,-0.008,-0.043,-0.044,0.000,0.0000,0.0000,0.0000
36.104,-0.008,-0.044,-0.044,0.000,0.0000,0.0000,0.0000
36.154,-0.008,-0.044,-0.044,0.000,0.0000,0.0000,0.0000
36.204,-0.008,-0.045,-0.045,0.000,0.0000,0.0000,0.0000
36.254,-0.008,-0.045,-0.045,0.000,0.0000,0.0000,0.0000
36.304,-0.008,-0.044,-0.045,0.000,0.0000,0.0000,0.0000
36.354,-0.008,-0.044,-0.046,0.000,0.0000,0.0000,0.0000
36.404,-0.008,-0.044,-0.046,0.000,0.0000,0.0000,0.0000
36.454,-0.009,-0.044,-0.046,0.000,0.0000,0.0000,0.0000
36.504,-0.009,-0.044,-0.047,0.000,0.0000,0.0000,0.0000
36.554,-0.009,-0.044,-0.046,0.000,0.0000,0.0000,0.0000
36.604,-0.009,-0.043,-0.047,0.000,0.0000,0.0000,0.0000
36.654,-0.009,-0.043,-0.047,0.000,0.0000,0.0000,0.0000
36.704,-0.009,-0.042,-0.048,0.000,0.0000,0.0000,0.0000
36.754,-0.009,-0.042,-0.048,0.000,0.0000,0.0000,0.0000
36.804,-0.009,-0.042,-0.049,0.000,0.0000,0.0000,0.0000
36.854,-0.010,-0.042,-0.049,0.000,0.0000,0.0000,0.0000
36.904,-0.010,-0.042,-0.049,0.000,0.0000,0.0000,0.0000
36.954,-0.010,-0.041,-0.050,0.000,0.0000,0.0000,0.0000
37.004,-0.010,-0.041,-0.050,0.000,0.0000,0.0000,0.0000
37.054,-0.010,-0.040,-0.051,0.000,0.0000,0.0000,0.0000
37.104,-0.010,-0.040,-0.052,0.000,0.0000,0.0000,0.0000
37.154,-0.010,-0.040,-0.053,0.000,0.0000,0.0000,0.0000
37.204,-0.010,-0.040,-0.053,0.000,0.0000,0.0000,0.0000
37.254,-0.010,-0.040,-0.053,0.000,0.0000,0.0000,0.0000
37.304,-0.011,-0.039,-0.054,0.000,0.0000,0.0000,0.0000
37.354,-0.011,-0.039,-0.054,0.000,0.0000,0.0000,0.0000
37.404,-0.011,-0.039,-0.054,0.000,0.0000,0.0000,0.0000
37.454,-0.011,-0.038,-0.055,0.000,0.0000,0.0000,0.0000
37.504,-0.011,-0.038,-0.055,0.000,0.0000,0.0000,0.0000
37.554,-0.012,-0.037,-0.056,0.000,0.0000,0.0000,0.0000
37.604,-0.012,-0.037,-0.056,0.000,0.0000,0.0000,0.0000
37.654,-0.012,-0.036,-0.057,0.000,0.0000,0.0000,0.0000
37.704,-0.012,-0.035,-0.058,0.000,0.0000,0.0000,0.0000
37.754,-0.012,-0.034,-0.058,0.000,0.0000,0.0000,0.0000
37.804,-0.013,-0.034,-0.059,0.000,0.0000,0.0000,0.0000
37.854,-0.013,-0.034,-0.059,0.000,0.0000,0.0000,0.0000
37.904,-0.013,-0.035,-0.060,0.000,0.0000,0.0000,0.0000
37.954,-0.013,-0.035,-0.060,0.000,0.0000,0.0000,0.0000
38.004,-0.014,-0.035,-0.060,0.000,0.0000,0.0000,0.0000
38.054,-0.014,-0.035,-0.061,0.000,0.0000,0.0000,0.0000
38.104,-0.014,-0.035,-0.061,0.000,0.0000,0.0000,0.0000
38.154,-0.014,-0.034,-0.062,0.000,0.0000,0.0000,0.0000
38.204,-0.014,-0.034,-0.062,0.000,0.0000,0.0000,0.0000
38.254,-0.015,-0.034,-0.063,0.000,0.0000,0.0000,0.0000
38.304,-0.015,-0.033,-0.063,0.000,0.0000,0.0000,0.0000
38.354,-0.015,-0.033,-0.063,0.000,0.0000,0.0000,0.0000
38.404,-0.015,-0.033,-0.064,0.000,0.0000,0.0000,0.0000
38.454,-0.015,-0.032,-0.064,0.000,0.0000,0.0000,0.0000
38.504,-0.016,-0.033,-0.064,0.000,0.0000,0.0000,0.0000
38.554,-0.016,-0.033,-0.064,0.000,0.0000,0.0000,0.0000
38.604,-0.016,-0.033,-0.064,0.000,0.0000,0.0000,0.0000
38.654,-0.016,-0.033,-0.064,0.000,0.0000,0.0000,0.0000
38.704,-0.016,-0.032,-0.064,0.000,0.0000,0.0000,0.0000
38.754,-0.016,-0.032,-0.064,0.000,0.0000,0.0000,0.0000
38.804,-0.016,-0.032,-0.064,0.000,0.0000,0.0000,0.0000
38.854,-0.017,-0.032,-0.063,0.000,0.0000,0.0000,0.0000
38.904,-0.017,-0.032,-0.063,0.000,0.0000,0.0000,0.0000
38.954,-0.017,-0.032,-0.063,0.000,0.0000,0.0000,0.0000
39.004,-0.017,-0.032,-0.062,0.000,0.0000,0.0000,0.0000
39.054,-0.016,-0.032,-0.062,0.000,0.0000,0.0000,0.0000
